iter	RMSE
143	0.01774545679
144	0.01773257847
145	0.01772060103
146	0.01770827009
147	0.01769760044
148	0.01768548186
149	0.01767389154
150	0.01766259774
151	0.01765392426
152	0.01764477241
153	0.0176341675
154	0.01762394717
155	0.01761382664
156	0.01760415434
157	0.0175944352
158	0.01758472291
159	0.0175772408
160	0.01757049171
161	0.01756110551
162	0.01755161553
163	0.01754279981
164	0.01753626373
165	0.01752743784
166	0.01751937446
167	0.01751055069
168	0.01750219553
169	0.01749512601
170	0.01748744993
171	0.01747945416
172	0.01747154081
173	0.01746363619
174	0.01745606525
175	0.01744887935
176	0.01744164613
177	0.01743621658
178	0.01742924522
179	0.01742245852
180	0.0174158888
181	0.01740916766
182	0.01740393128
183	0.01739891232
184	0.0173929374
185	0.01738657155
186	0.01738044733
187	0.0173746392
188	0.0173701775
189	0.01736445503
190	0.01736007818
191	0.0173542946
192	0.01734909945
193	0.01734385401
194	0.01733858964
195	0.01733379224
196	0.01732929027
197	0.01732519392
198	0.0173212157
199	0.01731710172
200	0.01731282874
201	0.01730999716
202	0.0173060891
203	0.01730117671
204	0.0172980037
205	0.01729366553
206	0.01728985735
207	0.01728645024
208	0.01728349829
209	0.01728034773
210	0.01727749756
211	0.01727343703
212	0.01727112897
213	0.0172697994
214	0.01726583164
215	0.01726204221
216	0.0172591276
217	0.01725700855
218	0.01725375269
219	0.01725043726
220	0.01724766021
221	0.01724533293
222	0.01724250604
223	0.01723938787
224	0.01723586689
225	0.0172329944
226	0.0172294771
227	0.01722624099
228	0.01722262583
229	0.01722046236
230	0.01721743172
231	0.01721488733
232	0.01721291013
233	0.01720979659
234	0.01720702297
235	0.01720397414
236	0.01720190325
237	0.017200296
238	0.01719735593
239	0.01719487105
240	0.01719287072
241	0.01719070934
242	0.01718858936
243	0.01718629075
244	0.01718417522
245	0.01718171762
246	0.01717965406
247	0.01717811977
248	0.01717709073
249	0.01717502995
250	0.01717331342
251	0.0171719429
252	0.01716986899
253	0.01716807518
254	0.01716691369
255	0.01716486504
256	0.01716269513
257	0.01716179119
258	0.01715964426
259	0.01715799632
260	0.01715634405
261	0.01715407368
262	0.01715199761
263	0.01715022615
264	0.01714846955
265	0.01714654985
266	0.01714596923
267	0.01714417876
268	0.01714284687
269	0.01714107613
270	0.01713922081
271	0.01713772888
272	0.01713610558
273	0.01713450302
274	0.0171334538
275	0.01713175819
276	0.01713043118
277	0.01712890252
278	0.01712736871
279	0.01712612082
280	0.01712496569
281	0.01712378371
282	0.01712217498
283	0.01712162448
284	0.01712046654
285	0.01711944407
286	0.01711794372
287	0.01711682151
288	0.01711612271
289	0.01711493593
290	0.01711411987
291	0.01711303843
292	0.01711161537
293	0.01711042075
294	0.01710934242
295	0.01710899915
296	0.01710757575
297	0.01710661532
298	0.01710579718
299	0.01710513394
300	0.01710397237
301	0.01710304942
302	0.01710235089
303	0.01710117823
304	0.01709992508
305	0.01709904715
306	0.01709787679
307	0.01709707583
308	0.01709581819
309	0.01709492915
310	0.01709368644
311	0.01709317776
312	0.01709241011
313	0.01709177484
314	0.01709089649
315	0.01708978172
316	0.01708920503
317	0.01708895105
318	0.01708790155
319	0.01708733988
320	0.01708670946
321	0.01708606392
322	0.01708529008
323	0.01708485661
324	0.01708441223
325	0.0170834136
326	0.01708265892
327	0.01708181784
328	0.01708163251
329	0.01708116624
330	0.01708076622
331	0.0170804316
332	0.01707954344
333	0.01707874749
334	0.01707807901
335	0.0170776982
336	0.01707682752
337	0.01707627891
338	0.01707577726
339	0.01707540144
340	0.01707470514
341	0.01707399538
342	0.01707341313
343	0.01707243566
344	0.01707217136
345	0.01707133564
346	0.01707095384
347	0.01707054938
348	0.01706990239
349	0.01706909005
350	0.01706846986
351	0.0170679319
352	0.01706752736
353	0.01706671575
354	0.01706637414
355	0.01706560696
356	0.01706512179
357	0.01706496566
358	0.01706449642
359	0.01706394406
360	0.01706309282
361	0.01706260926
362	0.01706161439
363	0.01706076219
364	0.01706045069
365	0.01706004178
366	0.01705942294
367	0.01705850094
368	0.01705757469
369	0.01705692888
370	0.01705631245
371	0.01705576739
372	0.01705547259
373	0.01705465368
374	0.01705421776
375	0.01705363819
376	0.01705323415
377	0.01705264195
378	0.01705252603
379	0.01705221941
380	0.0170514432
381	0.01705117857
382	0.01705089965
383	0.01705037626
384	0.01705022419
385	0.01705007801
386	0.01704996375
387	0.01704959744
388	0.01704893201
389	0.01704872784
390	0.01704839931
391	0.01704805649
392	0.01704787584
393	0.01704758259
394	0.0170473137
395	0.01704683137
396	0.01704658179
397	0.0170460902
398	0.01704571036
399	0.01704542883
400	0.01704512546
401	0.0170450868
402	0.01704478089
403	0.01704448506
404	0.01704345299
405	0.01704322858
406	0.01704318236
407	0.01704307898
408	0.01704191569
409	0.01704133318
410	0.01704088683
411	0.01704048081
412	0.01704029251
413	0.01704003107
414	0.01703998232
415	0.01703953593
416	0.01703923833
417	0.01703887011
418	0.01703873559
419	0.01703835307
420	0.01703769056
421	0.01703766282
422	0.01703722898
423	0.01703610734
424	0.01703576848
425	0.01703541195
426	0.01703536654
427	0.01703491499
428	0.01703468542
429	0.01703428767
430	0.01703414976
431	0.01703378899
432	0.01703363846
433	0.01703335674
434	0.01703284626
435	0.0170321827
436	0.01703213224
437	0.0170320044
438	0.01703132314
439	0.01703022971
440	0.01702990251
441	0.01702982681
442	0.01702955932
443	0.01702952736
444	0.01702936753
445	0.01702875179
446	0.01702862308
447	0.01702856672
448	0.01702802581
449	0.01702800478
450	0.01702770025
451	0.0170274504
452	0.01702732084
453	0.01702702976
454	0.01702668062
455	0.01702652751
456	0.01702648376
457	0.01702558858
458	0.01702550192
459	0.01702538833
460	0.01702527307
461	0.01702450572
462	0.01702444934
463	0.01702431388
464	0.01702389989
465	0.01702356668
466	0.01702324019
467	0.01702303487
468	0.01702273951
469	0.0170226907
470	0.01702249547
471	0.01702230192
472	0.01702226153
473	0.01702147216
474	0.01702141999
475	0.01702140736
476	0.01702119613
477	0.01702117593
478	0.0170208696
479	0.01702083509
480	0.01702050097
481	0.01702047657
482	0.01701944977
